382d671b ADRatio
f343c307 Characters/Nautilus/Spells/NautilusRavageStrikeAttack
46a01724 Characters/Nautilus/Spells/NautilusSplashZone
b30a93b1 Characters/Nautilus/Spells/NautilusSplashZoneSlow
7889073b Characters/Nautilus/Spells/NautilusSplashZoneSplash
81854189 Characters/Nautilus/Spells/NautilusWDoT
038e4454 Characters/Nautilus/Spells/NautilusWideswingAttack
5d69e0cc Characters/Neeko
46edb38f Characters/Neeko/Spells/NeekoBasicAttack
9cfb6317 Characters/Neeko/Spells/NeekoCritAttack
c888e25e Characters/Neeko/Spells/NeekoE
be37310a Characters/Neeko/Spells/NeekoERoot
83aaa350 Characters/Neeko/Spells/NeekoPassive
1bee00b1 Characters/Neeko/Spells/NeekoPassiveBuff
dc8901da Characters/Neeko/Spells/NeekoQ
fb8baddb Characters/Neeko/Spells/NeekoRAbility
d3cd1225 Characters/Neeko/Spells/NeekoRDummySpell
12805a8f Characters/Neeko/Spells/NeekoRIndicatorMis
3b03f0f6 Characters/Neeko/Spells/NeekoRShield
8c2fa65b Characters/Neeko/Spells/NeekoRStun
d688f868 Characters/Neeko/Spells/NeekoW
b2f5ebfd Characters/Neeko/Spells/NeekoWPassive
a8bf57e5 Characters/Neeko/Spells/NeekoWPassiveAttack
0332db8b Characters/Neeko/Spells/NeekoWPassiveCounter
3ecdcc0b Characters/Neeko/Spells/NeekoWPassiveMissile
9166d62c Characters/Neeko/Spells/NeekoWPassiveReady
beb9de9a Characters/Nidalee
b54c439c Characters/Nidalee/Spells/AspectOfTheCougarAbility
0f5b986c Characters/Nidalee/Spells/BrushPassive
b9f4ca05 Characters/Nidalee/Spells/Bushwhack
6ef92480 Characters/Nidalee/Spells/BushwhackDamage
fb2da11b Characters/Nidalee/Spells/JavelinToss
e739b81b Characters/Nidalee/Spells/NidaleeBasicAttack
28dce88b Characters/Nidalee/Spells/NidaleeBasicAttack2
9b7b0714 Characters/Nidalee/Spells/NidaleeCougarBasicAttack
e8ac40d2 Characters/Nidalee/Spells/NidaleeCougarBasicAttack2
c16d271a Characters/Nidalee/Spells/NidaleeCougarCritAttack
c0fb0105 Characters/Nidalee/Spells/NidaleeCougarScent
33bd1011 Characters/Nidalee/Spells/NidaleeCougarTakedownAttack
e22967d3 Characters/Nidalee/Spells/NidaleeCritAttack
dbc54a01 Characters/Nidalee/Spells/NidaleePassiveHunt
32268d98 Characters/Nidalee/Spells/NidaleePassiveHunted
768d4a5f Characters/Nidalee/Spells/NidaleePassiveHunting
61b16d68 Characters/Nidalee/Spells/NidaleeTakedownAttack
968ed22f Characters/Nidalee/Spells/Pounce
7abf65b7 Characters/Nidalee/Spells/PounceBlocker
4f94127e Characters/Nidalee/Spells/PounceEnabler
f04b318f Characters/Nidalee/Spells/PounceMS
cca8a4fe Characters/Nidalee/Spells/PrimalSurge
4daf6543 Characters/Nidalee/Spells/Prowl
50ed83b9 Characters/Nidalee/Spells/Swipe
d692dfb9 Characters/Nidalee/Spells/SwipeBlocker
0123af5e Characters/Nidalee/Spells/Takedown
e685e2b8 Characters/Nidalee/Spells/TakedownBlocker
82298a59 Characters/NightmareBots_Malzahar_RiftHerald/Spells/NBots_RH_ResistantSkin
e87c8675 Characters/NightmareBots_Malzahar_RiftHerald/Spells/NBots_RH_Vulnerable
2c86984b Characters/NightmareBots_Malzahar_RiftHerald/Spells/NightmareBots_Malzahar_RiftHeraldBasicAttack
90e2067b Characters/NightmareBots_Malzahar_RiftHerald/Spells/NightmareBots_Malzahar_RiftHeraldBasicAttack2
8fe204e8 Characters/NightmareBots_Malzahar_RiftHerald/Spells/NightmareBots_Malzahar_RiftHeraldBasicAttack3
456aca68 Characters/Nocturne
86ad8ee9 Characters/Nocturne/Spells/NocturneBasicAttack
de37e2c1 Characters/Nocturne/Spells/NocturneBasicAttack2
fc42c2a9 Characters/Nocturne/Spells/NocturneCritAttack
0102593f Characters/Nocturne/Spells/NocturneDuskbringer
6227bcad Characters/Nocturne/Spells/NocturneDuskbringerTrail
a01ecb67 Characters/Nocturne/Spells/NocturneEHaste
b8a67df3 Characters/Nocturne/Spells/NocturneP
bc3b3d20 Characters/Nocturne/Spells/NocturneParanoiaAbility
4f24d6ab Characters/Nocturne/Spells/NocturneParanoiaTarget
a9934e22 Characters/Nocturne/Spells/NocturneShroudofDarkness
7bb4b0df Characters/Nocturne/Spells/NocturneShroudofDarknessShield
5b1607b9 Characters/Nocturne/Spells/NocturneUmbraBlades
b4b1b941 Characters/Nocturne/Spells/NocturneUmbraBladesAttack
ec674a5c Characters/Nocturne/Spells/NocturneUnspeakableHorror
5216406b Characters/Nocturne/Spells/RekSaiNocturneParanoia
c4dae1e6 Characters/Nunu
c8610861 Characters/Nunu/Spells/BloodBoil
a925a8bd Characters/Nunu/Spells/NunuBasicAttack
d548591d Characters/Nunu/Spells/NunuBasicAttack2
e74bc7ec Characters/Nunu/Spells/NunuBloodBoilAttack1
ea4bcca5 Characters/Nunu/Spells/NunuBloodBoilAttack2
e94bcb12 Characters/Nunu/Spells/NunuBloodBoilAttack3
5b5ce8fd Characters/Nunu/Spells/NunuCritAttack
330030b8 Characters/Nunu/Spells/NunuE
ab497d90 Characters/Nunu/Spells/NunuERoot
12f13318 Characters/Nunu/Spells/NunuESnowballBurstFire
fcc8c351 Characters/Nunu/Spells/NunuESnowballFightBuff
84774a42 Characters/Nunu/Spells/NunuESnowballMissile
cc9ee62a Characters/Nunu/Spells/NunuEStackMarker
9f12d2cf Characters/Nunu/Spells/NunuPBloodBoil
4d1184f1 Characters/Nunu/Spells/NunuPBloodBoilMissile
64cceac6 Characters/Nunu/Spells/NunuPassive
47005034 Characters/Nunu/Spells/NunuQ
c6d5efe9 Characters/Nunu/Spells/NunuRAbility
a22129e8 Characters/Nunu/Spells/NunuRShield
b568bc80 Characters/Nunu/Spells/NunuRSlow
02e77efa Characters/Nunu/Spells/NunuStructureAttack
45004d0e Characters/Nunu/Spells/NunuW
c598b0a0 Characters/Nunu/Spells/NunuWCircleMissile2
cd648f27 Characters/Nunu/Spells/NunuWKnockup
e9c97eb8 Characters/Nunu/Spells/NunuWSnowballMissile
d76c216e Characters/Nunu/Spells/NunuWStun
cfb7bc41 Characters/Nunu/Spells/NunuW_Recast
9692eb92 Characters/Olaf
1e7ec749 Characters/Olaf/Spells/OlafAxeThrow
c34cd84a Characters/Olaf/Spells/OlafAxeThrowCast
0b5180c4 Characters/Olaf/Spells/OlafAxeThrowDamage
9eefcd99 Characters/Olaf/Spells/OlafBasicAttack
de80c431 Characters/Olaf/Spells/OlafBasicAttack2
dd80c29e Characters/Olaf/Spells/OlafBasicAttack3
ee5192da Characters/Olaf/Spells/OlafBerzerkerRage
0a720119 Characters/Olaf/Spells/OlafCritAttack
9c77d6b1 Characters/Olaf/Spells/OlafCritAttack2
36296c39 Characters/Olaf/Spells/OlafFrenziedStrikes
896ce168 Characters/Olaf/Spells/OlafRagnarok
30abb0c4 Characters/Olaf/Spells/OlafRagnarokPassiveBuff
11c77649 Characters/Olaf/Spells/OlafRecklessStrike
f7127520 Characters/Orianna
518447aa Characters/Orianna/Spells/OrianaDetonateCommand
902be238 Characters/Orianna/Spells/OrianaDissonanceAlly
3c2e313b Characters/Orianna/Spells/OrianaDissonanceCommand
75a13256 Characters/Orianna/Spells/OrianaDissonanceEnemy
30e236c4 Characters/Orianna/Spells/OrianaGhost
83c03c56 Characters/Orianna/Spells/OrianaGhostSelf
77de40e4 Characters/Orianna/Spells/OrianaIzuna
e46b6e6d Characters/Orianna/Spells/OrianaIzunaCommand
0aab84c4 Characters/Orianna/Spells/OrianaRedact
a57ab2cd Characters/Orianna/Spells/OrianaRedactCommand
b3148385 Characters/Orianna/Spells/OrianaRedactShield
cc4c6be3 Characters/Orianna/Spells/OrianaReturn
0a1691ed Characters/Orianna/Spells/OrianaStun
bf1bf29f Characters/Orianna/Spells/OriannaBasicAttack
85ff0657 Characters/Orianna/Spells/OriannaBasicAttack2
84ff04c4 Characters/Orianna/Spells/OriannaBasicAttack3
b14b4627 Characters/Orianna/Spells/OriannaCritAttack
19b1f2fd Characters/Orianna/Spells/OriannaP
bb20f47f Characters/Orianna/Spells/OriannaPSelf
bda4d237 Characters/Orianna/Spells/OriannaPStack
45dc8697 Characters/Ornn
356fa519 Characters/Ornn/Spells/OrnnBasicAttack
49c102b1 Characters/Ornn/Spells/OrnnBasicAttack2
48c1011e Characters/Ornn/Spells/OrnnBasicAttack3
f1177b99 Characters/Ornn/Spells/OrnnCritAttack
225c212c Characters/Ornn/Spells/OrnnE
2f5c35a3 Characters/Ornn/Spells/OrnnP
452360dd Characters/Ornn/Spells/OrnnPAllyItemReady
7f6797cc Characters/Ornn/Spells/OrnnPGrantItem
eba7f1a7 Characters/Ornn/Spells/OrnnPItemCurrency
2e5c3410 Characters/Ornn/Spells/OrnnQ
4511ed9d Characters/Ornn/Spells/OrnnRAbility
8eada930 Characters/Ornn/Spells/OrnnRWave
9d610e26 Characters/Ornn/Spells/OrnnRWave2
896ff0d3 Characters/Ornn/Spells/OrnnVulnerableDebuff
345c3d82 Characters/Ornn/Spells/OrnnW
0f961689 Characters/Pantheon
f031dbf5 Characters/Pantheon/Spells/PantheonBasicAttack
e57cfa45 Characters/Pantheon/Spells/PantheonBasicAttack2
8b678445 Characters/Pantheon/Spells/PantheonCritAttack
7a7a7810 Characters/Pantheon/Spells/PantheonE
fd19921b Characters/Pantheon/Spells/PantheonEChannel
852df165 Characters/Pantheon/Spells/PantheonEPassive
6e647adf Characters/Pantheon/Spells/PantheonESound
e878033e Characters/Pantheon/Spells/PantheonPassiveCounter
2ff664e3 Characters/Pantheon/Spells/PantheonPassiveShield
6e7a652c Characters/Pantheon/Spells/PantheonQ
717a69e5 Characters/Pantheon/Spells/PantheonR
966f4880 Characters/Pantheon/Spells/PantheonRFall
298d7f2d Characters/Pantheon/Spells/PantheonRJump
6c7a6206 Characters/Pantheon/Spells/PantheonW
c5e0eede Characters/Poppy
afa6df87 Characters/Poppy/Spells/PoppyBasicAttack
cad5c93f Characters/Poppy/Spells/PoppyCritAttack
f9d18d56 Characters/Poppy/Spells/PoppyE
316a5418 Characters/Poppy/Spells/PoppyPassive
b2d88144 Characters/Poppy/Spells/PoppyPassiveAttack
0686eed0 Characters/Poppy/Spells/PoppyPassiveBounce
6269ef19 Characters/Poppy/Spells/PoppyPassiveBuff
686be039 Characters/Poppy/Spells/PoppyPassiveCooldown
71d3e590 Characters/Poppy/Spells/PoppyPassiveKillBounce
8737d821 Characters/Poppy/Spells/PoppyPassiveShield
edd17a72 Characters/Poppy/Spells/PoppyQ
71661683 Characters/Poppy/Spells/PoppyQSlow
3cda652c Characters/Poppy/Spells/PoppyQSpell
ecd178df Characters/Poppy/Spells/PoppyR
b087b73c Characters/Poppy/Spells/PoppyRKnockUp
8a20bda1 Characters/Poppy/Spells/PoppyRMissile
6c30fd5b Characters/Poppy/Spells/PoppyRSpell
1d733128 Characters/Poppy/Spells/PoppyRSpellInstant
e7d17100 Characters/Poppy/Spells/PoppyW
881573e8 Characters/Poppy/Spells/PoppyWBuffSuper
cd0126a6 Characters/Poppy/Spells/PoppyWZone
2c3ed105 Characters/PreSeason_Turret_Shield/Spells/PreSeason_Turret_ShieldBasicAttack
b469d0c2 Characters/PreSeason_Turret_Shield/Spells/TurretPlatingGoldRewardParticleMissile
1c92cd9a Characters/PromoController/Spells/PromoCast
2ef100c7 Characters/PromoController/Spells/PromoMissile
c8c2ffa5 Characters/Pyke
73a03d0d Characters/Pyke/Spells/PykeBasicAttack
44406a2d Characters/Pyke/Spells/PykeBasicAttack2
abee638d Characters/Pyke/Spells/PykeCritAttack
8705b668 Characters/Pyke/Spells/PykeE
b4edb190 Characters/Pyke/Spells/PykeEMissile
3922f436 Characters/Pyke/Spells/PykePassive
7b05a384 Characters/Pyke/Spells/PykeQ
d9bdf270 Characters/Pyke/Spells/PykeQMelee
cd42c229 Characters/Pyke/Spells/PykeQRange
5ea5d6d9 Characters/Pyke/Spells/PykeRAbility
22f58e02 Characters/Pyke/Spells/PykeRSpellPassive
5d4fe7ab Characters/Pyke/Spells/PykeRTrail
7905a05e Characters/Pyke/Spells/PykeW
6292a493 Characters/Qiyana
90da5b1d Characters/Qiyana/Spells/QiyanaBasicAttack
36bd8afd Characters/Qiyana/Spells/QiyanaBasicAttack2
35bd896a Characters/Qiyana/Spells/QiyanaBasicAttack3
51518ddd Characters/Qiyana/Spells/QiyanaCritAttack
ddb67218 Characters/Qiyana/Spells/QiyanaE
dbfcc826 Characters/Qiyana/Spells/QiyanaPassive
ebd6a572 Characters/Qiyana/Spells/QiyanaQAbility
32aebde4 Characters/Qiyana/Spells/QiyanaQRoot
bb2d64e1 Characters/Qiyana/Spells/QiyanaQSlow
28c861f7 Characters/Qiyana/Spells/QiyanaQ_Grass_Stealth_Buff
22f6f0c9 Characters/Qiyana/Spells/QiyanaRAbility
4d6f52e0 Characters/Qiyana/Spells/QiyanaRKnockback
39f7efd9 Characters/Qiyana/Spells/QiyanaRStun
6fd1e51c Characters/Qiyana/Spells/QiyanaWAbility
f8bdcfcb Characters/Qiyana/Spells/QiyanaWEnchantedBuff
4ba779fe Characters/Qiyana/Spells/QiyanaWEnchantedBuffHaste
ec2613df Characters/Quinn
dcab4eb5 Characters/Quinn/Spells/QuinnBasicAttack
22d0fa05 Characters/Quinn/Spells/QuinnCritAttack
a75c01d0 Characters/Quinn/Spells/QuinnE
5e31ef08 Characters/Quinn/Spells/QuinnERoot
88dc84ec Characters/Quinn/Spells/QuinnESecond
224e1d4e Characters/Quinn/Spells/QuinnPassive
bba71918 Characters/Quinn/Spells/QuinnPassiveAmmo
9b5beeec Characters/Quinn/Spells/QuinnQ
2997d0ea Characters/Quinn/Spells/QuinnQSightReduction
700462f1 Characters/Quinn/Spells/QuinnRAbility
eca06004 Characters/Quinn/Spells/QuinnRChannel
995bebc6 Characters/Quinn/Spells/QuinnW
194cf0bc Characters/Quinn/Spells/QuinnWEnhanced
d6bdf7c7 Characters/Quinn/Spells/QuinnWInFlight
149b64d0 Characters/Quinn/Spells/QuinnWTimingMissile
ec57563e Characters/Quinn/Spells/QuinnWVision
0fc4f8e5 Characters/QuinnValor/Spells/QuinnValorBasicAttack
aa13ba75 Characters/QuinnValor/Spells/QuinnValorBasicAttack2
a913b8e2 Characters/QuinnValor/Spells/QuinnValorBasicAttack3
bcdfd6b5 Characters/QuinnValor/Spells/QuinnValorCritAttack
db5eb685 Characters/QuinnValor/Spells/QuinnValorCritAttack2
da5eb4f2 Characters/QuinnValor/Spells/QuinnValorCritAttack3
ea34a88f Characters/Rakan
8e32de11 Characters/Rakan/Spells/RakanBasicAttack
fd13b119 Characters/Rakan/Spells/RakanBasicAttack2
54b3b219 Characters/Rakan/Spells/RakanBasicAttackShort
81e179b1 Characters/Rakan/Spells/RakanBasicAttackShort2
2f498141 Characters/Rakan/Spells/RakanCritAttack
fb4e1d24 Characters/Rakan/Spells/RakanE
045a5afb Characters/Rakan/Spells/RakanECast
d8bd9226 Characters/Rakan/Spells/RakanECastXaya
7ea6878e Characters/Rakan/Spells/RakanERecast
5508b1e5 Characters/Rakan/Spells/RakanEShield
6e8da41a Characters/Rakan/Spells/RakanPassive
d1c91ce7 Characters/Rakan/Spells/RakanPassiveShield
074e3008 Characters/Rakan/Spells/RakanQ
b52e99c9 Characters/Rakan/Spells/RakanQMark
5878e183 Characters/Rakan/Spells/RakanQMis
0ee64ee9 Characters/Rakan/Spells/RakanQReturnMis
755b99c5 Characters/Rakan/Spells/RakanRAbility
6ff91cdb Characters/Rakan/Spells/RakanRDebuff
0d4e397a Characters/Rakan/Spells/RakanW
8ca45e09 Characters/Rakan/Spells/RakanWCast
0702fda9 Characters/Rakan/Spells/RakanWCharm
3fbab039 Characters/Rammus
9f7e748c Characters/Rammus/Spells/DefensiveBallCurl
edbf9aca Characters/Rammus/Spells/PowerBall
0e0113b8 Characters/Rammus/Spells/PowerBallCancel
542a8c15 Characters/Rammus/Spells/PuncturingTaunt
ef12a3b8 Characters/Rammus/Spells/PuncturingTauntAttackSpeed
f6bb5875 Characters/Rammus/Spells/RammusBasicAttack
afebf7c5 Characters/Rammus/Spells/RammusBasicAttack2
63b7e5c5 Characters/Rammus/Spells/RammusCritAttack
9f84df3f Characters/Rammus/Spells/RammusP
f3a4fe6c Characters/Rammus/Spells/RammusPowerBallBot
6b0b4ea2 Characters/Rammus/Spells/Tremors2
53212bad Characters/Rammus/Spells/TremorsSlowVisual
412285f7 Characters/RekSai
e8229d85 Characters/RekSai/Spells/RekSaiBasicAttack
257e4715 Characters/RekSai/Spells/RekSaiBasicAttack2
247e4582 Characters/RekSai/Spells/RekSaiBasicAttack3
1f7e3da3 Characters/RekSai/Spells/RekSaiBasicAttack4
1e7e3c10 Characters/RekSai/Spells/RekSaiBasicAttack5
217e40c9 Characters/RekSai/Spells/RekSaiBasicAttack6
50b2f4d5 Characters/RekSai/Spells/RekSaiCritAttack
6bac1940 Characters/RekSai/Spells/RekSaiE
b0b66ade Characters/RekSai/Spells/RekSaiEBurrowed
46061191 Characters/RekSai/Spells/RekSaiECooldown
fe5ee477 Characters/RekSai/Spells/RekSaiEReady
7aafb2b3 Characters/RekSai/Spells/RekSaiKnockupImmune
369e92a4 Characters/RekSai/Spells/RekSaiPRegen
d1393fbe Characters/RekSai/Spells/RekSaiPassive
7fac38bc Characters/RekSai/Spells/RekSaiQ
67f86cb8 Characters/RekSai/Spells/RekSaiQAttack
3612dd3e Characters/RekSai/Spells/RekSaiQAttack2
3712ded1 Characters/RekSai/Spells/RekSaiQAttack3
ce3e2f12 Characters/RekSai/Spells/RekSaiQBurrowed
b1836dad Characters/RekSai/Spells/RekSaiQBurrowedMis
cdef5923 Characters/RekSai/Spells/RekSaiQBurrowedSlow
82ac3d75 Characters/RekSai/Spells/RekSaiR
fc2476c5 Characters/RekSai/Spells/RekSaiR2
6ee5b9dd Characters/RekSai/Spells/RekSaiRPrey
c5c0016a Characters/RekSai/Spells/RekSaiRSpellPassive
f2f307b4 Characters/RekSai/Spells/RekSaiRWrapper
7dac3596 Characters/RekSai/Spells/RekSaiW
28a63c42 Characters/RekSai/Spells/RekSaiWAttack
ab6dfc78 Characters/RekSai/Spells/RekSaiWBurrowed
0c19b7df Characters/RekSai/Spells/RekSaiWUnburrowLockout
fe2fa598 Characters/Renekton
a7490e28 Characters/Renekton/Spells/RenekthonCleaveReady
7c57a28c Characters/Renekton/Spells/RenekthonSliceAndDiceDelay
f0cf60ef Characters/Renekton/Spells/RenekthonTyrantForm
684317bd Characters/Renekton/Spells/RenektonBasicAttack
b09e161d Characters/Renekton/Spells/RenektonBasicAttack2
b5858b41 Characters/Renekton/Spells/RenektonCleave
87ab1dfd Characters/Renekton/Spells/RenektonCritAttack
a84260ee Characters/Renekton/Spells/RenektonDice
5beaf020 Characters/Renekton/Spells/RenektonExecute
f7d006fc Characters/Renekton/Spells/RenektonExecuteAttack
072237d7 Characters/Renekton/Spells/RenektonExecuteReady
5b2e0d8d Characters/Renekton/Spells/RenektonPreExecute
6a9ee33a Characters/Renekton/Spells/RenektonPredator
60622cf2 Characters/Renekton/Spells/RenektonReignOfTheTyrant
d7822b29 Characters/Renekton/Spells/RenektonSliceAndDice
3463f641 Characters/Renekton/Spells/RenektonSliceAndDiceShred
8156dfeb Characters/Renekton/Spells/RenektonSuperExecute
02b04d2f Characters/Rengar
3ba0a859 Characters/Rengar/Spells/Rengar9StackBuff
80f76ee1 Characters/Rengar/Spells/RengarBasicAttack
d8837629 Characters/Rengar/Spells/RengarBasicAttack2
d7837496 Characters/Rengar/Spells/RengarBasicAttack3
d72c7abd Characters/Rengar/Spells/RengarBushSpeedBonus
f3979e51 Characters/Rengar/Spells/RengarCritAttack
b93c84d4 Characters/Rengar/Spells/RengarE
fcf3194e Characters/Rengar/Spells/RengarEEmp
e3152919 Characters/Rengar/Spells/RengarEEmpMis
ec37e5aa Characters/Rengar/Spells/RengarEFinalMAX
5af7b8ff Characters/Rengar/Spells/RengarEMis
e57f2dc0 Characters/Rengar/Spells/RengarFerocityManagerInCombat
d04864de Characters/Rengar/Spells/RengarNewPassive
b3650157 Characters/Rengar/Spells/RengarNewPassiveBuffDash
8d9d6a4a Characters/Rengar/Spells/RengarPassive
9de0bef7 Characters/Rengar/Spells/RengarPassiveBonetoothBuff
4ecc51b2 Characters/Rengar/Spells/RengarPassiveBonetoothBuff1
4dcc501f Characters/Rengar/Spells/RengarPassiveBonetoothBuff2
4ccc4e8c Characters/Rengar/Spells/RengarPassiveBonetoothBuff3
4bcc4cf9 Characters/Rengar/Spells/RengarPassiveBonetoothBuff4
4acc4b66 Characters/Rengar/Spells/RengarPassiveBonetoothBuff5
e88423be Characters/Rengar/Spells/RengarPassiveBonetoothBuffKhazix
5609ff3f Characters/Rengar/Spells/RengarPassiveBuff
8da8c813 Characters/Rengar/Spells/RengarPassiveBuffDash
9b77626b Characters/Rengar/Spells/RengarPassiveBuffDashAADummy
b5b06f4c Characters/Rengar/Spells/RengarPassiveEmpoweredMS
a53c6558 Characters/Rengar/Spells/RengarQ
8813a5de Characters/Rengar/Spells/RengarQ2
dbd22bfc Characters/Rengar/Spells/RengarQ2Emp
fb43ef5d Characters/Rengar/Spells/RengarQ2Sound
c7b59f84 Characters/Rengar/Spells/RengarQAttack
e13e5aea Characters/Rengar/Spells/RengarQEmp
1b9c3db3 Characters/Rengar/Spells/RengarQEmpASBuff
a2d03b06 Characters/Rengar/Spells/RengarQEmpAttack
b6939f8e Characters/Rengar/Spells/RengarQEmpowered
544cdf17 Characters/Rengar/Spells/RengarQSound
147b5775 Characters/Rengar/Spells/RengarRAbility
55e6cf50 Characters/Rengar/Spells/RengarRBuff
e74c98cf Characters/Rengar/Spells/RengarRLeap
4925bd49 Characters/Rengar/Spells/RengarRShred
cdf7bf2c Characters/Rengar/Spells/RengarRSpeed
ab3c6eca Characters/Rengar/Spells/RengarW
2044c4c0 Characters/Rengar/Spells/RengarWEmp
a28d16a8 Characters/Riven
407d0bb3 Characters/Riven/Spells/RivenBasicAttack
05d91c13 Characters/Riven/Spells/RivenBasicAttack2
04d91a80 Characters/Riven/Spells/RivenBasicAttack3
0a1fd81b Characters/Riven/Spells/RivenCritAttack
e8cbdda7 Characters/Riven/Spells/RivenFeint
936ca048 Characters/Riven/Spells/RivenFengShuiEngineAbility
c47f2e20 Characters/Riven/Spells/RivenMartyr
34443f94 Characters/Riven/Spells/RivenPassive
4f7939e9 Characters/Riven/Spells/RivenPassiveAABoost
c1fa1808 Characters/Riven/Spells/RivenTriCleave
7a3d8e69 Characters/Riven/Spells/RivenTriCleaveBuff
0f088022 Characters/Riven/Spells/RivenTriCleaveBuffer
ea61e4c0 Characters/Riven/Spells/RivenTriCleaveBufferB
d62f71e9 Characters/Riven/Spells/RivenTriCleaveDamage
fa14adc3 Characters/Riven/Spells/RivenWindScarReady
c1eeb433 Characters/Riven/Spells/RivenWindslashMissileCenter
93c2a18b Characters/Riven/Spells/RivenWindslashMissileLeft
279a0294 Characters/Riven/Spells/RivenWindslashMissileRight
1e74282f Characters/Rumble
0cd749b9 Characters/Rumble/Spells/RumbleBasicAttack
c1e8c5d1 Characters/Rumble/Spells/RumbleBasicAttack2
bc6b2622 Characters/Rumble/Spells/RumbleCarpetBomb
806fb9c2 Characters/Rumble/Spells/RumbleCarpetBombDummy
8b8cc63e Characters/Rumble/Spells/RumbleCarpetBombMissile
b9ff9eb3 Characters/Rumble/Spells/RumbleCarpetBombSlow
b7c0d5b9 Characters/Rumble/Spells/RumbleCritAttack
44f0aa4d Characters/Rumble/Spells/RumbleDangerZoneBuff
d81abe5b Characters/Rumble/Spells/RumbleFlameThrower
a27131bc Characters/Rumble/Spells/RumbleFlameThrowerSpray
07f5096f Characters/Rumble/Spells/RumbleFlameThrowerSpraySuper
6cf341a8 Characters/Rumble/Spells/RumbleFlameThrowerVO
a8833891 Characters/Rumble/Spells/RumbleFlameThrowerVODangerZone
e36a0b19 Characters/Rumble/Spells/RumbleGrenade
5e06f3c7 Characters/Rumble/Spells/RumbleGrenadeMissile
853e9502 Characters/Rumble/Spells/RumbleGrenadeMissileDangerZone
fcc24304 Characters/Rumble/Spells/RumbleGrenadeSlow
75cfb796 Characters/Rumble/Spells/RumbleGrenadeVO
a6998227 Characters/Rumble/Spells/RumbleGrenadeVODangerZone
ec47567e Characters/Rumble/Spells/RumbleHeatSystem
