e55245ad Characters/Aatrox
a24a542d Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Taunt
5d60523c Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_W_AoE
881f5777 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_W_AoE_enemy
247fbf06 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_W_cas
c1540d84 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_W_syphon
eaa24554 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_W_tar
3f85915a Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Z_Recall_Flowers
ae24d5ce Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Z_Recall_HandGlow
56344c02 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Z_Recall_Motes
99c6ae5b Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Z_Recall_WeaponGlow
bf484375 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Z_Recall_WeaponGlow_Avatar
d97af7a4 Characters/Hecarim/Skins/Skin5/Particles/Hecarim_Skin05_Z_Recall_WeaponImpact
7363551c Characters/Hecarim/Skins/Skin6/Particles/Hecarim_Skin06_BA1_weapon
1e8c582b Characters/Hecarim/Skins/Skin6/Particles/Hecarim_Skin06_E_weapon_buf
224394fd Characters/Hecarim/Skins/Skin6/Particles/Hecarim_Skin06_I_HeadTrail
4e5184e2 Characters/Hecarim/Skins/Skin6/Particles/Hecarim_Skin06_I_LegsIdle
a9c3950e Characters/Hecarim/Skins/Skin6/Particles/Hecarim_Skin06_Q_buf
f7c33b49 Characters/Hecarim/Skins/Skin6/Particles/Hecarim_Skin06_R_mis
59f1aecb Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skiin07_I_MouthIdle2
5b4a4529 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_BA1
68eec022 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_BA1_weapon
584a4070 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_BA2
e3249ecf Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_BA_CritAttack
9065af7e Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_BA_tar
b5e6630b Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_DeathFlash
bb744c69 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_DeathHead
845116c9 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_DeathTail
dc6dc5ec Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_E_buf
f593a01c Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_E_speed_buf
2f09bc9b Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_E_speed_buf_02
c075543a Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_E_tar
ec256529 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_E_weapon_buf
d9de2981 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_E_weapon_buf2
f6cfeedb Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_I_HeadTrail
118a0bc5 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_I_HoofIdle
933a71b0 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_I_LegsIdle
83d5927e Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_I_MouthIdle2
9ce4d526 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_I_Shield
9011373b Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_I_TailTrail
b6269394 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Q_Cas
1d87bb90 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Q_buf
630d2586 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Q_tar
9bf008ff Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Q_weapon
467f3a9a Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_R_impact
1d357ca3 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_R_mis
fdcac5a7 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_R_tar
cb8d5fc5 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Taunt
6e4f9ae4 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_AoE
e03a9cbf Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_AoE_Enemy
ba52fb85 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_Mis_Child
5772e1be Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_cas
0c6d0c61 Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_heal_buf
dd9a888c Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_syphon
601fcd4c Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_W_tar
739b91dd Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Z_Recall
4d0c785f Characters/Hecarim/Skins/Skin7/Particles/Hecarim_Skin07_Z_Recall_Slam
f82ad5ff Characters/Hecarim/Skins/Skin7/Particles/Hecarim_skin07_BA_CritAttack_tar
dca5eecd Characters/Hecarim/Spells/HecarimBasicAttack
58373b6d Characters/Hecarim/Spells/HecarimBasicAttack2
daa5ae59 Characters/Hecarim/Spells/HecarimCharge
6983b235 Characters/Hecarim/Spells/HecarimChargeCharge
d5fd054d Characters/Hecarim/Spells/HecarimCritAttack
e36c594f Characters/Hecarim/Spells/HecarimDefileLifeLeech
6c0d78f6 Characters/Hecarim/Spells/HecarimPassive
ac4072d1 Characters/Hecarim/Spells/HecarimRamp
3a1d2429 Characters/Hecarim/Spells/HecarimRampAttack
f350a246 Characters/Hecarim/Spells/HecarimRapidSlash
7befbc9c Characters/Hecarim/Spells/HecarimRapidSlash2
573207ea Characters/Hecarim/Spells/HecarimRapidSlash_URF
174edd2e Characters/Hecarim/Spells/HecarimUltAbility
7d580bab Characters/Hecarim/Spells/HecarimUltAbility/HecarimUlt
d97f6284 Characters/Hecarim/Spells/HecarimUltAbility/HecarimUltPassive
15edf914 Characters/Hecarim/Spells/HecarimUltCharge
ffb1d3e0 Characters/Hecarim/Spells/HecarimUltMissile
477b259a Characters/Hecarim/Spells/HecarimUltMissileGrab
205b774f Characters/Hecarim/Spells/HecarimUltMissileGrabEmpty
3e554b1e Characters/Hecarim/Spells/HecarimUltMissileSkn4Audio
c10f8a25 Characters/Hecarim/Spells/HecarimUltMissileSkn4C
0778a8ab Characters/Hecarim/Spells/HecarimUltMissileSkn4L1
0878aa3e Characters/Hecarim/Spells/HecarimUltMissileSkn4L2
7b9bf189 Characters/Hecarim/Spells/HecarimUltMissileSkn4R1
789becd0 Characters/Hecarim/Spells/HecarimUltMissileSkn4R2
d300fb1e Characters/Hecarim/Spells/HecarimW
bce0ce26 Characters/Hecarim/Spells/HecarimWVFX
24e2a188 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Charged_Cas
3bc77c66 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Charged_Mis
48fe0452 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Charged_Tar
f9004758 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Die
dc54c811 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Mis
e289376f Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Smoke
321f9915 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Tar
44335773 Characters/HeimerTBlue/Skins/Skin0/Particles/Heimerdinger_Skin05_R_MegaTurret_Charged_Tar
48c3cd67 Characters/HeimerTBlue/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Cas
34d17c3a Characters/HeimerTBlue/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Charged_Mis
216a0106 Characters/HeimerTBlue/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Charged_Tar
5fa8a845 Characters/HeimerTBlue/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Mis
82a14719 Characters/HeimerTBlue/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Tar
71fa0cd3 Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Charged_Cas
2fa6a189 Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Charged_Mis
75e04eed Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Charged_Tar
d0818993 Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Die
e8ae757e Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Mis
fd3e8a64 Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Smoke
c5b5d6aa Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MegaTurret_Tar
d025cd81 Characters/HeimerTBlue/Skins/Skin6/Particles/HeimerTBlue_Skin06_R_MouthFire
8659bf97 Characters/HeimerTBlue/Spells/HeimerTBlueBasicAttack
34d7b5f3 Characters/HeimerTYellow/Skins/Skin0/Particles/HeimerHitconfirm
9d8e744e Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Cas
c557b63b Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Charged_Mis
1b22873f Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Charged_Tar
66a96710 Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Mis
1aaa3298 Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Spawn
4311647c Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Tar
536b3494 Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Yellow_Idle
27ba648d Characters/HeimerTYellow/Skins/Skin0/Particles/Heimerdinger_turret_reanimate_sound
59ffee9d Characters/HeimerTYellow/Skins/Skin0/Particles/heimerdinger_turret_idle2_sound
0acf3a27 Characters/HeimerTYellow/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_Turret_Charged_Mis
cdb7aa5b Characters/HeimerTYellow/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_Turret_Charged_Tar
198d355c Characters/HeimerTYellow/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_Turret_Mis
1deffaac Characters/HeimerTYellow/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_Turret_Spawn
d695fd08 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_HeimerHitconfirm
92eb86f4 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Heimerdinger_turret_reanimate_sound
7f675c6a Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Idle_Bubble
065ed775 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Cas
7165317c Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Charged_Mis
ae55b1d8 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Charged_Tar
21d3da77 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Mis
b070dd73 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Spawn
456bdd0b Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Tar
5cdec20f Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Q_Turret_Yellow_Idle
90012c20 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_Skin06_Turret_Death
81fe4350 Characters/HeimerTYellow/Skins/Skin6/Particles/HeimerTYellow_Skin06_heimerdinger_turret_idle2_sound
9a88b6e3 Characters/HeimerTYellow/Spells/HeimerTYellowBasicAttack
1637cb03 Characters/HeimerTYellow/Spells/HeimerTYellowBasicAttack2
f3f1773f Characters/Heimerdinger
6ccee47d Characters/Heimerdinger/CAC/Heimerdinger_Base
0e801eff Characters/Heimerdinger/CAC/Heimerdinger_skin06
8d51d3f5 Characters/Heimerdinger/Skins/Skin0/Particles/Heimer_Base_Q_Ammo1
53c150ab Characters/Heimerdinger/Skins/Skin0/Particles/Heimer_Q_Ammo1
54c1523e Characters/Heimerdinger/Skins/Skin0/Particles/Heimer_Q_Ammo2
55c153d1 Characters/Heimerdinger/Skins/Skin0/Particles/Heimer_Q_Ammo3
e10f9113 Characters/Heimerdinger/Skins/Skin0/Particles/Heimer_Q_Ammo_Spend
54cdf02e Characters/Heimerdinger/Skins/Skin0/Particles/HeimerdingerScrapRelic
e567fb6c Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_AA_2_mis
4216b20d Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_AA_Tar
fe576da9 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_AA_mis
f591ea4b Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Crit_Tar
cf7f7eb7 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Crit_mis
a10a149b Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Dance_Rocket
64a16b00 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Dance_Rocket_Start
c14b1463 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Death_Explosion_01
a3ee922c Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Cas
c2a27eb4 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Cas_Ult
1ac3443e Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Explosion
ad03180a Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Explosion_Ult
f840a85c Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Explosion_Ult_End
31e12e72 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Mis
5941849e Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Mis_Ult
0bd055de Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Tar
564eb920 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_E_Ult_Cas
161f40c6 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Homeguard_Rocket
78638288 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Homeguard_Rocket_In
342f324e Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_Ammo_Spend
a9e37388 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_Cas
102cf750 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_Cas_Ult
89be2e56 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Charge_Up
98c15acf Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_Turret_Exclamation
a23e5117 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_aggro
bb749cf8 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_directAggro
e01397fe Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Q_target
58b11489 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_R_Antenna_Glow
6d997ce3 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_R_Beam
58a4d09b Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_R_Cast
b0a07ee3 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Charge_Up
dd57e364 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_R_MegaTurret_Spawn
41745779 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_Recall_Start
f5587bfa Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Cas
58878f06 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Cas_Ult
673d3d44 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Mis
552bcb31 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Mis_Child
6c3123ac Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Mis_Ult
77724df9 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Mis_Ult_Child
f17239e0 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_Tar
ce7f95b8 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Base_W_ULT_Tar
137c04ff Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_Energy
5f5c7521 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_InverseCharge
d50e075b Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_R_Cast
aa95d251 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_TracerBeam
cae045e9 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_TracerBeam_Allied
4589d0c8 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_VO_recall
32f758e3 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_longjoke
b459c58b Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_shortjoke
a36dd6d3 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_tauntbase
9228abaa Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_tauntjayce
6e74d4db Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_tauntvelkoz
5e669753 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_tauntvi
c444cee9 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_tauntviktor
f9ef1bba Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_VO_tauntziggs
ca14e54c Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_death_sound
0420e2c2 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_emote_taunt_sound
161bb9f6 Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_idle_respawn_sound
ced8b3ca Characters/Heimerdinger/Skins/Skin0/Particles/Heimerdinger_turret_reanimate_sound
e4a28eee Characters/Heimerdinger/Skins/Skin0/Particles/TurretTimer
c7e6e454 Characters/Heimerdinger/Skins/Skin0/Particles/TurretTimer2
5730586a Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_base_recall_sound
682b2de7 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_basicAttack_mis
2899351b Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_basicAttack_tar
76a9fa88 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_emote_dance_loop_sound
1e711709 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_emote_dance_windup_sound
140716c4 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_hexTech_mis
f41f152c Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_hexTech_mis_ult
e7ad2df1 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_idle2_sound
a8906894 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_slowAura_self
fbe05f23 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_turret_birth
2f99a550 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_turret_idle
5feaa6fb Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_turret_idle_deactivate
c6b8409c Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_turret_ring
159d49c3 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_turret_standard_mis
f63425c7 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_turret_standard_tar
d32ca988 Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_ult_turret_ring
982347ab Characters/Heimerdinger/Skins/Skin0/Particles/heimerdinger_upgrade_buf
4cf4b048 Characters/Heimerdinger/Skins/Skin1/Particles/Heimerdinger_Skin01_AA_2_mis
420e4ccd Characters/Heimerdinger/Skins/Skin1/Particles/Heimerdinger_Skin01_AA_mis
339f0433 Characters/Heimerdinger/Skins/Skin1/Particles/Heimerdinger_Skin01_Crit_mis
63c3816c Characters/Heimerdinger/Skins/Skin2/Particles/Heimerdinger_Skin02_AA_2_mis
8baa03a9 Characters/Heimerdinger/Skins/Skin2/Particles/Heimerdinger_Skin02_AA_mis
4ddb04b7 Characters/Heimerdinger/Skins/Skin2/Particles/Heimerdinger_Skin02_Crit_mis
91b9f9bc Characters/Heimerdinger/Skins/Skin3/Particles/Heimerdinger_Skin03_AA_2_mis
1ecf9539 Characters/Heimerdinger/Skins/Skin3/Particles/Heimerdinger_Skin03_AA_mis
ed22f8e0 Characters/Heimerdinger/Skins/Skin3/Particles/Heimerdinger_Skin03_AA_mis_2
83ef94c7 Characters/Heimerdinger/Skins/Skin3/Particles/Heimerdinger_Skin03_Crit_mis
fe957760 Characters/Heimerdinger/Skins/Skin4/Particles/Heimerdinger_Skin04_AA_2_mis
75f30375 Characters/Heimerdinger/Skins/Skin4/Particles/Heimerdinger_Skin04_AA_mis
dd01ac8b Characters/Heimerdinger/Skins/Skin4/Particles/Heimerdinger_Skin04_Crit_mis
5fa00dfd Characters/Heimerdinger/Skins/Skin5/Particles/Heimer_Q_Skin05_Ammo1
5ca00944 Characters/Heimerdinger/Skins/Skin5/Particles/Heimer_Q_Skin05_Ammo2
5da00ad7 Characters/Heimerdinger/Skins/Skin5/Particles/Heimer_Q_Skin05_Ammo3
b5e5969e Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_SKin05_E_Mis
a79049d0 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_AA_2_mis
57159865 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_AA_mis
048d1cbb Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_Crit_mis
b15bfa40 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Cas
82569568 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Cas_Ult
98d085ea Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Explosion
42378516 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Explosion_Ult
e7181a18 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Explosion_Ult_End
1ac5f1aa Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Mis_Ult
90728eca Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_E_Tar
6d97fb4a Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_Ammo_Spend
4c800a0c Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_Cas_Ult
b9dc2492 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_Q_target
7796951d Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_R_Antenna_Glow
b72a8b07 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_R_Beam
08ccc5a7 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_R_Cast
7d8c08f7 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Charge_Up
e3b262a8 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_R_MegaTurret_Spawn
eca65b8e Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Cas
bd010aba Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Cas_Ult
b5c14e50 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Mis
e88bd5f5 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Mis_Child
607bdd58 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Mis_Ult
d3f7879d Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Mis_Ult_Child
8faee2bc Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_Tar
d9324a14 Characters/Heimerdinger/Skins/Skin5/Particles/Heimerdinger_Skin05_W_ULT_Tar
bd6ad23d Characters/Heimerdinger/Skins/Skin5/Particles/heimerdinger_skin05_recall_start_sound
e088621c Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_AA_2_mis
d60c4e5d Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_AA_Tar
f2fc9c59 Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_AA_mis
70141f3c Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Cas
173fe0e4 Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Cas_Ult
3892438e Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Explosion
b5c372ba Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Explosion_Ult
b88843ec Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Explosion_Ult_End
fd68eac2 Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Mis
de68d00e Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Mis_Ult
3cfae38e Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Tar
c331aabb Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Tar_Child
6e627410 Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_E_Ult_Cas
1396cd95 Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_Emote_Dance
9a4e352d Characters/Heimerdinger/Skins/Skin6/Particles/Heimerdinger_Skin06_Emote_Joke
